Unità di misura,Nazione,Anno,Totale
KTOE,Lettonia,2018,4639.996
KTOE,Lettonia,2019,4490.786
KTOE,Lettonia,2020,4303.131
KTOE,Lettonia,2021,4502.201
KTOE,Moldova,2010,2519.738
KTOE,Moldova,2011,2565.78
KTOE,Moldova,2012,2510.028
KTOE,Moldova,2013,2538.526
KTOE,Moldova,2014,2562.194
KTOE,Moldova,2015,2577.636
KTOE,Moldova,2016,2675.233
KTOE,Moldova,2017,2802.061
KTOE,Moldova,2018,2928.689
KTOE,Moldova,2019,2787.043
KTOE,Moldova,2020,2695.927
KTOE,Moldova,2021,2964.279
KTOE,Montenegro,2010,1126.893
KTOE,Montenegro,2011,1123.244
KTOE,Montenegro,2012,1057.274
KTOE,Montenegro,2013,981.322
KTOE,Montenegro,2014,956.041
KTOE,Montenegro,2015,999.975
KTOE,Montenegro,2016,969.744
KTOE,Montenegro,2017,1016.123
KTOE,Montenegro,2018,1050.357
KTOE,Montenegro,2019,1087.037
KTOE,Montenegro,2020,1017.484
KTOE,Montenegro,2021,1080.295
KTOE,Macedonia,2010,2874.137
KTOE,Macedonia,2011,3118.22
KTOE,Macedonia,2012,2996.132
KTOE,Macedonia,2013,2772.277
KTOE,Macedonia,2014,2694.823
KTOE,Macedonia,2015,2646.571
KTOE,Macedonia,2016,2689.8
KTOE,Macedonia,2017,2742.38
KTOE,Macedonia,2018,2568.515
KTOE,Macedonia,2019,2833.996
KTOE,Macedonia,2020,2580.329
KTOE,Macedonia,2021,2661.721
KTOE,Malta,2010,836.672
KTOE,Malta,2011,831.754
KTOE,Malta,2012,881.478
KTOE,Malta,2013,776.974
KTOE,Malta,2014,780.25
KTOE,Malta,2015,641.81
KTOE,Malta,2016,594.334
KTOE,Malta,2017,685.508
KTOE,Malta,2018,689.847
KTOE,Malta,2019,736.457
KTOE,Malta,2020,701.898
KTOE,Malta,2021,721.769
KTOE,Olanda,2010,82743.78
KTOE,Olanda,2011,77009.541
KTOE,Olanda,2012,77195.002
KTOE,Olanda,2013,75618.986
KTOE,Olanda,2014,71379.094
KTOE,Olanda,2015,72700.448
KTOE,Olanda,2016,74362.779
KTOE,Olanda,2017,75197.94
KTOE,Olanda,2018,73556.783
KTOE,Olanda,2019,72167.839
KTOE,Olanda,2020,69776.468
KTOE,Olanda,2021,71913.996
KTOE,Norvegia,2010,32196.998
KTOE,Norvegia,2011,28074.456
KTOE,Norvegia,2012,29896.937
KTOE,Norvegia,2013,31350.142
KTOE,Norvegia,2014,28797.905
KTOE,Norvegia,2015,25900.34
KTOE,Norvegia,2016,28640.085
KTOE,Norvegia,2017,30199.931
KTOE,Norvegia,2018,30247.893
KTOE,Norvegia,2019,28868.536
KTOE,Norvegia,2020,28506.147
KTOE,Norvegia,2021,29546.747
KTOE,Polonia,2010,101095.304
KTOE,Polonia,2011,101166.917
KTOE,Polonia,2012,97254.171
KTOE,Polonia,2013,97971.41
KTOE,Polonia,2014,94238.384
KTOE,Polonia,2015,95219.324
KTOE,Polonia,2016,99899.211
KTOE,Polonia,2017,104374.815
KTOE,Polonia,2018,108970.234
KTOE,Polonia,2019,104995.829
KTOE,Polonia,2020,102521.535
KTOE,Polonia,2021,109031.343
KTOE,Portogallo,2010,23505.307
KTOE,Portogallo,2011,22854.705
KTOE,Portogallo,2012,21439.29
KTOE,Portogallo,2013,21463.211
KTOE,Portogallo,2014,21749.038
KTOE,Portogallo,2015,22542.371
KTOE,Portogallo,2016,22371.881
KTOE,Portogallo,2017,23362.56
KTOE,Portogallo,2018,22670.814
KTOE,Portogallo,2019,22447.447
KTOE,Portogallo,2020,20877.003
KTOE,Portogallo,2021,20884.323
KTOE,Romania,2010,34839.395
KTOE,Romania,2011,35606.084
KTOE,Romania,2012,34851.422
KTOE,Romania,2013,31702.468
KTOE,Romania,2014,31378.656
KTOE,Romania,2015,31633.671
KTOE,Romania,2016,31504.39
KTOE,Romania,2017,33198.65
KTOE,Romania,2018,33454.778
KTOE,Romania,2019,33052.581
KTOE,Romania,2020,32174.534
KTOE,Romania,2021,34214.87
KTOE,Serbia,2010,15564.119
KTOE,Serbia,2011,16276.137
KTOE,Serbia,2012,14566.606
KTOE,Serbia,2013,14895.691
KTOE,Serbia,2014,13287.293
KTOE,Serbia,2015,14744.285
KTOE,Serbia,2016,15313.003
KTOE,Serbia,2017,15615.634
KTOE,Serbia,2018,15387.931
KTOE,Serbia,2019,15274.915
KTOE,Serbia,2020,15876.625
KTOE,Serbia,2021,16125.467
KTOE,Svezia,2010,49753.189
KTOE,Svezia,2011,50090.559
KTOE,Svezia,2012,49995.259
KTOE,Svezia,2013,49103.98
KTOE,Svezia,2014,48597.953
KTOE,Svezia,2015,46284.6
KTOE,Svezia,2016,48267.421
KTOE,Svezia,2017,49391.858
KTOE,Svezia,2018,50118.885
KTOE,Svezia,2019,48827.359
KTOE,Svezia,2020,44414.609
KTOE,Svezia,2021,47034.119
KTOE,Slovenia,2010,7225.88
KTOE,Slovenia,2011,7218.942
KTOE,Slovenia,2012,6941.239
KTOE,Slovenia,2013,6756.874
KTOE,Slovenia,2014,6528.245
KTOE,Slovenia,2015,6473.506
KTOE,Slovenia,2016,6688.921
KTOE,Slovenia,2017,6875.846
KTOE,Slovenia,2018,6805.031
KTOE,Slovenia,2019,6696.731
KTOE,Slovenia,2020,6330.518
KTOE,Slovenia,2021,6534.225
KTOE,Slovacchia,2010,17670.18
KTOE,Slovacchia,2011,17151.925
KTOE,Slovacchia,2012,16513.896
KTOE,Slovacchia,2013,16715.166
KTOE,Slovacchia,2014,15722.538
KTOE,Slovacchia,2015,16221.414
KTOE,Slovacchia,2016,16295.7
KTOE,Slovacchia,2017,17207.478
KTOE,Slovacchia,2018,16998.022
KTOE,Slovacchia,2019,16978.429
KTOE,Slovacchia,2020,16417.671
KTOE,Slovacchia,2021,17770.101
KTOE,Turchia,2010,104128.211
KTOE,Turchia,2011,111648.825
KTOE,Turchia,2012,116811.332
KTOE,Turchia,2013,112932.727
KTOE,Turchia,2014,119585.829
KTOE,Turchia,2015,128684.894
KTOE,Turchia,2016,136082.687
KTOE,Turchia,2017,146765.868
KTOE,Turchia,2018,144184.845
KTOE,Turchia,2019,145605.646
KTOE,Turchia,2020,146134.49
KTOE,Turchia,2021,159031.129
KTOE,Ucraina,2010,132521.249
KTOE,Ucraina,2011,126619.98
KTOE,Ucraina,2012,122596.581
KTOE,Ucraina,2013,116258.347
KTOE,Ucraina,2014,105759.796
KTOE,Ucraina,2015,92990.131
KTOE,Ucraina,2016,91706.406
KTOE,Ucraina,2017,89516.625
KTOE,Ucraina,2018,93550.622
KTOE,Ucraina,2019,89520.123
KTOE,Ucraina,2020,86551.03
KTOE,Inghilterra,2010,202071.955
KTOE,Inghilterra,2011,186386.165
KTOE,Inghilterra,2012,190890.429
KTOE,Inghilterra,2013,187638.193
KTOE,Inghilterra,2014,176632.008
KTOE,Inghilterra,2015,180003.492
KTOE,Inghilterra,2016,177369.306
KTOE,Inghilterra,2017,174572.87
KTOE,Inghilterra,2018,174024.392
KTOE,Inghilterra,2019,170540.288
KTOE,Kosovo,2010,2504.075
KTOE,Kosovo,2011,2528.132
KTOE,Kosovo,2012,2369.037
KTOE,Kosovo,2013,2295.802
KTOE,Kosovo,2014,2215.126
KTOE,Kosovo,2015,2520.271
KTOE,Kosovo,2016,2699.478
KTOE,Kosovo,2017,2562.653
KTOE,Kosovo,2018,2581.86
KTOE,Kosovo,2019,2666.421
KTOE,Kosovo,2020,2662.957
KTOE,Kosovo,2021,2885.557
